CAMIS,Longitude,Latitude,Source,Dataset Date,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,geo_key,ditance,distance
40729164,-74.00162083,40.7345057,TIGER/ArcMap,5/15/2015,JULIUS,MANHATTAN,159,WEST   10 STREET,10014.0,2122431928,American ,12/20/2012,Violations were cited in the following area(s).,20F,Sewage disposal system improper or unapproved.,Not Critical,65.0,Z,12/20/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.7345057, -74.001620829999993)",0.229137871836,0.229137871836
40729264,-73.98516375,40.74962038,TIGER/ArcMap,5/15/2015,PLAYWRIGHT TAVERN,MANHATTAN,27,WEST   35 STREET,10001.0,2122688868,Irish,11/25/2013,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,24.0,B,11/25/2013,07/04/2015,Trans Fat / Initial Inspection,"(40.749620380000003, -73.985163749999998)",0.397946849499,0.397946849499
40729582,-74.00820776,40.72252564,TIGER/ArcMap,5/15/2015,UNITED GROCERY & DELI,MANHATTAN,177       ,HUDSON STREET                                     ,10013.0,2123343379,Delicatessen,12/11/2012,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,23.0,Z,12/04/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.722525640000001, -74.008207760000005)",0.322286792425,0.322286792425
40730396,-73.98408369,40.76124469,TIGER/ArcMap,5/15/2015,RUBY FOO'S TIMES SQUARE,MANHATTAN,1626,BROADWAY,10019.0,2124895600,Asian,11/17/2014,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,12.0,A,11/17/2014,07/04/2015,Cycle Inspection / Initial Inspection,"(40.761244689999998, -73.984083690000006)",0.496227390096,0.496227390096
40732501,-74.01376893,40.64523387,TIGER/ArcMap,5/15/2015,TEQUILITAS MEXICAN RESTAURANT,BROOKLYN,5213,4 AVENUE,11220.0,7184924303,Mexican,07/25/2013,Violations were cited in the following area(s).,10F,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,11.0,A,07/25/2013,07/04/2015,Cycle Inspection / Initial Inspection,"(40.645233869999998, -74.013768929999998)",0.343641152854,0.343641152854
40733412,-73.99345908,40.7292454,TIGER/ArcMap,5/15/2015,MCDONALD'S,MANHATTAN,724,BROADWAY,10003.0,2125299660,Hamburgers,12/02/2014,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,46.0,A,12/02/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.729245399999996, -73.993459079999994)",0.417338425077,0.417338425077
40734467,-73.99304646,40.75942193,TIGER/ArcMap,5/15/2015,ESCA,MANHATTAN,402       ,WEST   43 STREET                                  ,10036.0,2125647272,Seafood,11/17/2014,Violations were cited in the following area(s).,20F,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,19.0,B,11/17/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.759421930000002, -73.993046460000002)",0.398666768217,0.398666768217
40734589,-73.98814115,40.76979735,TIGER/ArcMap,5/15/2015,THE GREEK KITCHEN  CLINTON BAKERY CAFE,MANHATTAN,889       ,10 AVENUE                                         ,10019.0,2125814300,Greek,12/27/2012,Violations were cited in the following area(s).,20E,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,29.0,B,12/27/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.769797349999997, -73.988141150000004)",0.343006452493,0.343006452493
40735660,-73.99063482,40.75618904,TIGER/ArcMap,5/15/2015,MUNCHY'S,MANHATTAN,625,8 AVENUE,10018.0,2129670011,Delicatessen,12/12/2013,Violations were cited in the following area(s).,10I,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,24.0,A,12/12/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.756189040000002, -73.990634819999997)",0.143708929,0.143708929
40736137,-73.96446722,40.80734547,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE,MANHATTAN,2929,BROADWAY,10025.0,2129320300,Café/Coffee/Tea,12/20/2014,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,18.0,B,08/06/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.807345470000001, -73.964467220000003)",0.388742896263,0.388742896263
40737436,-73.98642434,40.73042569,TIGER/ArcMap,5/15/2015,BAR VELOCE,MANHATTAN,175,SECOND AVENUE,10003.0,2122603200,Italian,06/04/2014,Violations were cited in the following area(s).,10F,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,8.0,A,06/04/2014,07/04/2015,Cycle Inspection / Initial Inspection,"(40.730425689999997, -73.986424339999999)",0.34664128144,0.34664128144
40738021,-73.99074685,40.73490649,TIGER/ArcMap,5/15/2015,AU BON PAIN,MANHATTAN,6,UNION SQUARE EAST,10003.0,2124750453,Sandwiches/Salads/Mixed Buffet,12/30/2011,Violations were cited in the following area(s).,20D,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,19.0,A,12/30/2011,07/04/2015,Cycle Inspection / Re-inspection,"(40.73490649, -73.990746849999994)",0.0447720498829,0.0447720498829
40738050,-73.97884328,40.76338388,TIGER/ArcMap,5/15/2015,AU BON PAIN,MANHATTAN,125,WEST   55 STREET,10019.0,2122466518,Sandwiches/Salads/Mixed Buffet,12/23/2014,Violations were cited in the following area(s).,20F,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,26.0,B,12/23/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.763383879999999, -73.978843280000007)",0.372578407255,0.372578407255
40739276,-73.98969502,40.74414437,TIGER/ArcMap,5/15/2015,LATIN AMERICAN RESTAURANT,MANHATTAN,29        ,WEST   26 STREET                                  ,10010.0,2126892570,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/26/2012,Violations were cited in the following area(s).,10F,Thawing procedures improper.,Not Critical,28.0,A,12/21/2011,07/04/2015,Cycle Inspection / Re-inspection,"(40.744144370000001, -73.989695019999999)",0.421459550092,0.421459550092
40739412,-73.98799629,40.75641473,TIGER/ArcMap,5/15/2015,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,MANHATTAN,234,WEST   42 STREET,10036.0,2123917414,American ,05/16/2012,Violations were cited in the following area(s).,10J,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,11.0,A,05/16/2012,07/04/2015,Cycle Inspection / Initial Inspection,"(40.756414730000003, -73.987996289999998)",0.17668222424,0.17668222424
40740949,-73.90253175,40.6503027,TIGER/ArcMap,5/15/2015,METRO COFFEE SHOP @ JETRO,BROOKLYN,10110,FOSTER AVENUE,11236.0,7189270893,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/29/2011,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,53.0,A,12/29/2011,07/04/2015,Cycle Inspection / Re-inspection,"(40.650302699999997, -73.902531749999994)",0.313664446457,0.313664446457
40741900,-73.98908872,40.73971962,TIGER/ArcMap,5/15/2015,GIORGIO'S OF GRAMERCY,MANHATTAN,27,EAST   21 STREET,10010.0,2124770007,Italian,08/11/2014,Violations were cited in the following area(s).,10H,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,20.0,A,08/11/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.739719620000002, -73.989088719999998)",0.351158290367,0.351158290367
40743552,-73.99575374,40.72466555,TIGER/ArcMap,5/15/2015,PUCK FAIR,MANHATTAN,298,LAFAYETTE STREET,10012.0,2124311200,American ,10/20/2014,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,26.0,A,10/20/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.724665549999997, -73.995753739999998)",0.475019713624,0.475019713624
40744833,-73.98737259,40.72853163,TIGER/ArcMap,5/15/2015,CAFE ORLIN,MANHATTAN,41,ST MARKS PLACE,10003.0,2127771447,American ,11/10/2014,Violations were cited in the following area(s).,22C,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,29.0,A,11/10/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.728531629999999, -73.987372590000007)",0.444857713824,0.444857713824
40746835,-73.99729688,40.7215343,TIGER/ArcMap,5/15/2015,MEXICAN RADIO,MANHATTAN,19,CLEVELAND PLACE,10012.0,2123430140,Mexican,12/16/2014,Violations were cited in the following area(s).,22C,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,43.0,B,12/16/2014,07/04/2015,Smoke-Free Air Act / Re-inspection,"(40.721534300000002, -73.997296879999993)",0.272866053832,0.272866053832
40747363,-73.98393795,40.74917761,TIGER/ArcMap,5/15/2015,OXFORD CAFE,MANHATTAN,375       ,5 AVENUE                                          ,10016.0,2128897757,Café/Coffee/Tea,12/27/2012,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,23.0,B,12/27/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.749177609999997, -73.983937949999998)",0.462271206889,0.462271206889
40747820,-73.98552747,40.76034568,TIGER/ArcMap,5/15/2015,HURLEY'S SALOON,MANHATTAN,232,WEST   48 STREET,10036.0,2127658981,Irish,06/30/2014,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,27.0,A,06/30/2014,07/04/2015,Smoke-Free Air Act / Initial Inspection,"(40.76034568, -73.985527469999994)",0.476748604724,0.476748604724
40747940,-73.92892741,40.81239961,TIGER/ArcMap,5/15/2015,BLUE DINER,BRONX,217,EAST  138 STREET,10451.0,7185857820,American ,12/27/2013,Violations were cited in the following area(s).,18D,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,68.0,P,12/27/2013,07/04/2015,Cycle Inspection / Reopening Inspection,"(40.81239961, -73.92892741)",0.420523343719,0.420523343719
40748086,-74.00272904,40.73325827,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE,MANHATTAN,72,GROVE STREET,10014.0,6464862216,Café/Coffee/Tea,10/20/2014,Violations were cited in the following area(s).,16A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,31.0,A,10/20/2014,07/04/2015,Trans Fat / Initial Inspection,"(40.73325827, -74.002729040000006)",0.319868370427,0.319868370427
40748296,-74.00255631,40.73263049,TIGER/ArcMap,5/15/2015,RESTAURANT ANNISA,MANHATTAN,13,BARROW STREET,10014.0,2127416699,American ,11/20/2014,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,23.0,B,11/20/2014,07/04/2015,Smoke-Free Air Act / Initial Inspection,"(40.732630489999998, -74.002556310000003)",0.361375421723,0.361375421723
40748388,-74.00649527,40.73934929,TIGER/ArcMap,5/15/2015,SUGAR FACTORY,MANHATTAN,46,GANSEVOORT ST,10014.0,2124148700,American ,09/26/2014,Violations were cited in the following area(s).,22A,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,28.0,Z,09/26/2014,07/04/2015,Trans Fat / Initial Inspection,"(40.73934929, -74.006495270000002)",0.273232339401,0.273232339401
40749331,-73.99288751,40.74799941,TIGER/ArcMap,5/15/2015,SEVEN BAR & GRILL,MANHATTAN,350       ,7 AVENUE                                          ,10001.0,2129671919,American ,12/05/2013,Violations were cited in the following area(s).,16B,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,33.0,A,12/05/2013,07/04/2015,Trans Fat / Initial Inspection,"(40.747999409999998, -73.992887510000003)",0.111348130491,0.111348130491
40749325,-73.99909673,40.74548888,TIGER/ArcMap,5/15/2015,PATSY'S PIZZERIA,MANHATTAN,318       ,WEST   23 STREET                                  ,10011.0,6464867400,Pizza/Italian,11/04/2013,Violations were cited in the following area(s).,10H,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,23.0,A,11/04/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.745488880000003, -73.999096730000005)",0.410904690285,0.410904690285
40749081,-73.96999687,40.79722739,TIGER/ArcMap,5/15/2015,TURKUAZ TURKISH CUISINE,MANHATTAN,2637,BROADWAY,10025.0,2126659541,Turkish,07/01/2015,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,39.0,A,06/27/2014,07/04/2015,Smoke-Free Air Act / Re-inspection,"(40.797227390000003, -73.969996870000003)",0.285660040559,0.285660040559
40750262,-73.98558758,40.75808691,TIGER/ArcMap,5/15/2015,MARRIOTT MARQUIS - Main Kitchen,MANHATTAN,1535      ,BROADWAY                                                                                            ,10036.0,2127048977,American ,05/28/2014,Violations were cited in the following area(s).,10J,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not Critical,30.0,A,05/28/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.758086910000003, -73.985587580000001)",0.344212317664,0.344212317664
40750263,-73.98558758,40.75808691,TIGER/ArcMap,5/15/2015,ROOM SERVICE KITCHEN,MANHATTAN,1535      ,BROADWAY                                                                                            ,10036.0,2123981900,American ,12/21/2012,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,12/21/2012,07/04/2015,Cycle Inspection / Initial Inspection,"(40.758086910000003, -73.985587580000001)",0.344212317664,0.344212317664
40750275,-73.98558758,40.75808691,TIGER/ArcMap,5/15/2015,BROADWAY LOUNGE,MANHATTAN,1535      ,BROADWAY                                                                                            ,10036.0,2123981900,American ,08/03/2012,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,9.0,A,05/13/2014,07/04/2015,Trans Fat / Re-inspection,"(40.758086910000003, -73.985587580000001)",0.344212317664,0.344212317664
40750279,-73.98558758,40.75808691,TIGER/ArcMap,5/15/2015,VIEW RESTAURANT,MANHATTAN,1535      ,BROADWAY                                                                                            ,10036.0,2127048900,American ,12/03/2013,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,24.0,A,07/23/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.758086910000003, -73.985587580000001)",0.344212317664,0.344212317664
40750324,-73.98558758,40.75808691,TIGER/ArcMap,5/15/2015,MARRIOTT MARQUIS PASTRY SHOP,MANHATTAN,1535      ,BROADWAY                                                                                            ,10036.0,2125364999,Bakery,04/30/2014,Violations were cited in the following area(s).,16A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,10.0,A,04/30/2014,07/04/2015,Trans Fat / Initial Inspection,"(40.758086910000003, -73.985587580000001)",0.344212317664,0.344212317664
